INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv4 ('127.0.0.1', 29092)]>: connecting to localhost:29092 [('127.0.0.1', 29092) IPv4]
INFO:kafka.conn:Broker version identified as 2.6
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=bootstrap-0 host=localhost:29092 <checking_api_versions_recv> [IPv4 ('127.0.0.1', 29092)]>: Connection complete.
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=1 host=localhost:29092 <connecting> [IPv4 ('127.0.0.1', 29092)]>: connecting to localhost:29092 [('127.0.0.1', 29092) IPv4]
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=1 host=localhost:29092 <checking_api_versions_send> [IPv4 ('127.0.0.1', 29092)]>: Connection complete.
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=bootstrap-0 host=localhost:29092 <connected> [IPv4 ('127.0.0.1', 29092)]>: Closing connection. 
INFO:root:Topic 'RAW_NETWORK_DATA_RECEIVED' created successfully.
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=1 host=localhost:29092 <connected> [IPv4 ('127.0.0.1', 29092)]>: Closing connection. 
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv4 ('127.0.0.1', 29092)]>: connecting to localhost:29092 [('127.0.0.1', 29092) IPv4]
INFO:kafka.conn:Broker version identified as 2.6
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=bootstrap-0 host=localhost:29092 <checking_api_versions_recv> [IPv4 ('127.0.0.1', 29092)]>: Connection complete.
WARNING:kafka.coordinator.consumer:group_id is None: disabling auto-commit.
INFO:kafka.consumer.subscription_state:Updating subscribed topics to: ('RAW_NETWORK_DATA',)
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv4 ('127.0.0.1', 29092)]>: connecting to localhost:29092 [('127.0.0.1', 29092) IPv4]
INFO:kafka.conn:Broker version identified as 2.6
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=localhost:29092 <checking_api_versions_recv> [IPv4 ('127.0.0.1', 29092)]>: Connection complete.
INFO:root:Kafka producer started.
INFO:kafka.consumer.subscription_state:Updated partition assignment: [TopicPartition(topic='RAW_NETWORK_DATA', partition=0)]
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=1 host=localhost:29092 <connecting> [IPv4 ('127.0.0.1', 29092)]>: connecting to localhost:29092 [('127.0.0.1', 29092) IPv4]
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=1 host=localhost:29092 <checking_api_versions_send> [IPv4 ('127.0.0.1', 29092)]>: Connection complete.
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-2.1.1, node_id=bootstrap-0 host=localhost:29092 <connected> [IPv4 ('127.0.0.1', 29092)]>: Closing connection. 
INFO:root:Received: {'srcip': '59.166.0.0', 'sport': '1390', 'dstip': '149.171.126.6', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001055, 'sbytes': '132', 'dbytes': '164', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 500473.9375, 'Dload': 621800.9375, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '66', 'dmeansz': '82', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.017, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '3', 'ct_srv_dst': '7', 'ct_dst_ltm': '1', 'ct_src_ltm': '3', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-producer-1, node_id=1 host=localhost:29092 <connecting> [IPv4 ('127.0.0.1', 29092)]>: connecting to localhost:29092 [('127.0.0.1', 29092) IPv4]
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-producer-1, node_id=1 host=localhost:29092 <checking_api_versions_send> [IPv4 ('127.0.0.1', 29092)]>: Connection complete.
INFO:kafka.conn:<BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=localhost:29092 <connected> [IPv4 ('127.0.0.1', 29092)]>: Closing connection. 
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.0', 'sport': '1390', 'dstip': '149.171.126.6', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001055, 'sbytes': '132', 'dbytes': '164', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 500473.9375, 'Dload': 621800.9375, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '66', 'dmeansz': '82', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.017, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '3', 'ct_srv_dst': '7', 'ct_dst_ltm': '1', 'ct_src_ltm': '3', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '59.166.0.0', 'sport': '33661', 'dstip': '149.171.126.9', 'dsport': '1024', 'proto': 'udp', 'state': 'CON', 'dur': 0.036133, 'sbytes': '528', 'dbytes': '304', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': '-', 'Sload': 87676.08594, 'Dload': 50480.17188, 'Spkts': '4', 'Dpkts': '4', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '132', 'dmeansz': '76', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': 9.89101, 'Djit': 10.682733, 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 7.005, 'Dintpkt': 7.564333, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '2', 'ct_srv_dst': '4', 'ct_dst_ltm': '2', 'ct_src_ltm': '3', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '2', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.0', 'sport': '33661', 'dstip': '149.171.126.9', 'dsport': '1024', 'proto': 'udp', 'state': 'CON', 'dur': 0.036133, 'sbytes': '528', 'dbytes': '304', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': '-', 'Sload': 87676.08594, 'Dload': 50480.17188, 'Spkts': '4', 'Dpkts': '4', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '132', 'dmeansz': '76', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': 9.89101, 'Djit': 10.682733, 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 7.005, 'Dintpkt': 7.564333, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '2', 'ct_srv_dst': '4', 'ct_dst_ltm': '2', 'ct_src_ltm': '3', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '2', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '59.166.0.6', 'sport': '1464', 'dstip': '149.171.126.7', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001119, 'sbytes': '146', 'dbytes': '178', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 521894.5313, 'Dload': 636282.375, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '73', 'dmeansz': '89', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.017, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '12', 'ct_srv_dst': '8', 'ct_dst_ltm': '1', 'ct_src_ltm': '2', 'ct_src_dport_ltm': '2', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.6', 'sport': '1464', 'dstip': '149.171.126.7', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001119, 'sbytes': '146', 'dbytes': '178', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 521894.5313, 'Dload': 636282.375, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '73', 'dmeansz': '89', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.017, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '12', 'ct_srv_dst': '8', 'ct_dst_ltm': '1', 'ct_src_ltm': '2', 'ct_src_dport_ltm': '2', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '59.166.0.5', 'sport': '3593', 'dstip': '149.171.126.5', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001209, 'sbytes': '132', 'dbytes': '164', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 436724.5625, 'Dload': 542597.1875, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '66', 'dmeansz': '82', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.043, 'Dintpkt': 0.014, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '6', 'ct_srv_dst': '9', 'ct_dst_ltm': '1', 'ct_src_ltm': '1', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.5', 'sport': '3593', 'dstip': '149.171.126.5', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001209, 'sbytes': '132', 'dbytes': '164', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 436724.5625, 'Dload': 542597.1875, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '66', 'dmeansz': '82', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.043, 'Dintpkt': 0.014, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '6', 'ct_srv_dst': '9', 'ct_dst_ltm': '1', 'ct_src_ltm': '1', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '59.166.0.3', 'sport': '49664', 'dstip': '149.171.126.0', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001169, 'sbytes': '146', 'dbytes': '178', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 499572.25, 'Dload': 609067.5625, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '73', 'dmeansz': '89', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.005, 'Dintpkt': 0.003, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '7', 'ct_srv_dst': '9', 'ct_dst_ltm': '1', 'ct_src_ltm': '1', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.3', 'sport': '49664', 'dstip': '149.171.126.0', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001169, 'sbytes': '146', 'dbytes': '178', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 499572.25, 'Dload': 609067.5625, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '73', 'dmeansz': '89', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.005, 'Dintpkt': 0.003, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '7', 'ct_srv_dst': '9', 'ct_dst_ltm': '1', 'ct_src_ltm': '1', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '59.166.0.0', 'sport': '32119', 'dstip': '149.171.126.9', 'dsport': '111', 'proto': 'udp', 'state': 'CON', 'dur': 0.078339, 'sbytes': '568', 'dbytes': '312', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': '-', 'Sload': 43503.23438, 'Dload': 23896.14258, 'Spkts': '4', 'Dpkts': '4', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '142', 'dmeansz': '78', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': 29.682221, 'Djit': 34.37034, 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 21.003, 'Dintpkt': 24.315, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '2', 'ct_srv_dst': '4', 'ct_dst_ltm': '2', 'ct_src_ltm': '3', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '2', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.0', 'sport': '32119', 'dstip': '149.171.126.9', 'dsport': '111', 'proto': 'udp', 'state': 'CON', 'dur': 0.078339, 'sbytes': '568', 'dbytes': '312', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': '-', 'Sload': 43503.23438, 'Dload': 23896.14258, 'Spkts': '4', 'Dpkts': '4', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '142', 'dmeansz': '78', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': 29.682221, 'Djit': 34.37034, 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 21.003, 'Dintpkt': 24.315, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '2', 'ct_srv_dst': '4', 'ct_dst_ltm': '2', 'ct_src_ltm': '3', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '2', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '59.166.0.6', 'sport': '2142', 'dstip': '149.171.126.4', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001134, 'sbytes': '132', 'dbytes': '164', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 465608.4688, 'Dload': 578483.25, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '66', 'dmeansz': '82', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.017, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '12', 'ct_srv_dst': '7', 'ct_dst_ltm': '1', 'ct_src_ltm': '2', 'ct_src_dport_ltm': '2', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.6', 'sport': '2142', 'dstip': '149.171.126.4', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001134, 'sbytes': '132', 'dbytes': '164', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 465608.4688, 'Dload': 578483.25, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '66', 'dmeansz': '82', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927414', 'Ltime': '1421927414', 'Sintpkt': 0.017, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '12', 'ct_srv_dst': '7', 'ct_dst_ltm': '1', 'ct_src_ltm': '2', 'ct_src_dport_ltm': '2', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '10.40.182.3', 'sport': '0', 'dstip': '10.40.182.3', 'dsport': '0', 'proto': 'arp', 'state': 'INT', 'dur': '0', 'sbytes': '46', 'dbytes': '0', 'sttl': '0', 'dttl': '0', 'sloss': '0', 'dloss': '0', 'service': '-', 'Sload': '0', 'Dload': '0', 'Spkts': '1', 'Dpkts': '0', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '46', 'dmeansz': '0', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927415', 'Ltime': '1421927415', 'Sintpkt': '0', 'Dintpkt': '0', 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '1', 'ct_state_ttl': '2', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '2', 'ct_srv_dst': '2', 'ct_dst_ltm': '2', 'ct_src_ltm': '2', 'ct_src_dport_ltm': '2', 'ct_dst_sport_ltm': '2', 'ct_dst_src_ltm': '2', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '10.40.182.3', 'sport': '0', 'dstip': '10.40.182.3', 'dsport': '0', 'proto': 'arp', 'state': 'INT', 'dur': '0', 'sbytes': '46', 'dbytes': '0', 'sttl': '0', 'dttl': '0', 'sloss': '0', 'dloss': '0', 'service': '-', 'Sload': '0', 'Dload': '0', 'Spkts': '1', 'Dpkts': '0', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '46', 'dmeansz': '0', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927415', 'Ltime': '1421927415', 'Sintpkt': '0', 'Dintpkt': '0', 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '1', 'ct_state_ttl': '2', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '2', 'ct_srv_dst': '2', 'ct_dst_ltm': '2', 'ct_src_ltm': '2', 'ct_src_dport_ltm': '2', 'ct_dst_sport_ltm': '2', 'ct_dst_src_ltm': '2', 'attack_cat': nan, 'Label': '0'}
INFO:root:Received: {'srcip': '59.166.0.5', 'sport': '40726', 'dstip': '149.171.126.6', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001126, 'sbytes': '146', 'dbytes': '178', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 518650.0938, 'Dload': 632326.8125, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '73', 'dmeansz': '89', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927415', 'Ltime': '1421927415', 'Sintpkt': 0.018, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '6', 'ct_srv_dst': '7', 'ct_dst_ltm': '3', 'ct_src_ltm': '1', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
INFO:root:Forwarded to RAW_NETWORK_DATA_RECEIVED: {'srcip': '59.166.0.5', 'sport': '40726', 'dstip': '149.171.126.6', 'dsport': '53', 'proto': 'udp', 'state': 'CON', 'dur': 0.001126, 'sbytes': '146', 'dbytes': '178', 'sttl': '31', 'dttl': '29', 'sloss': '0', 'dloss': '0', 'service': 'dns', 'Sload': 518650.0938, 'Dload': 632326.8125, 'Spkts': '2', 'Dpkts': '2', 'swin': '0', 'dwin': '0', 'stcpb': '0', 'dtcpb': '0', 'smeansz': '73', 'dmeansz': '89', 'trans_depth': '0', 'res_bdy_len': '0', 'Sjit': '0', 'Djit': '0', 'Stime': '1421927415', 'Ltime': '1421927415', 'Sintpkt': 0.018, 'Dintpkt': 0.013, 'tcprtt': '0', 'synack': '0', 'ackdat': '0', 'is_sm_ips_ports': '0', 'ct_state_ttl': '0', 'ct_flw_http_mthd': '0', 'is_ftp_login': '0', 'ct_ftp_cmd': '0', 'ct_srv_src': '6', 'ct_srv_dst': '7', 'ct_dst_ltm': '3', 'ct_src_ltm': '1', 'ct_src_dport_ltm': '1', 'ct_dst_sport_ltm': '1', 'ct_dst_src_ltm': '1', 'attack_cat': nan, 'Label': '0'}
